P,N,E,N,N
3321,2195744.247,6521188.128,0,Standard Array Pier_Edge Damper
3322,2197252.416,6521129.536,0,Standard Array Pier_Edge Damper
3323,2195742.153,6521110.005,0,Standard Array Pier_Edge Damper
3324,2197251.892,6521110.005,0,Standard Array Pier_Edge Damper
3325,2195743.2,6521149.066,0,Standard Array Pier_Edge Damper
3326,2197252.939,6521149.066,0,Standard Array Pier_Edge Damper
3327,2195742.677,6521129.536,0,Standard Array Pier_Edge Damper
3328,2195738.49,6520973.291,0,Standard Array Pier_Edge Damper
3329,2195734.303,6520817.045,0,Standard Array Pier_Edge Damper
3330,2197244.042,6520817.045,0,Standard Array Pier_Edge Damper
3331,2197243.518,6520797.515,0,Standard Array Pier_Edge Damper
3332,2197245.089,6520856.107,0,Standard Array Pier_Edge Damper
3333,2195734.826,6520836.576,0,Standard Array Pier_Edge Damper
3334,2197244.565,6520836.576,0,Standard Array Pier_Edge Damper
3335,2197241.425,6520719.392,0,Standard Array Pier_Edge Damper
3336,2197240.902,6520699.862,0,Standard Array Pier_Edge Damper
3337,2197240.378,6520680.331,0,Standard Array Pier_Edge Damper
3338,2197242.995,6520777.984,0,Standard Array Pier_Edge Damper
3339,2197242.472,6520758.453,0,Standard Array Pier_Edge Damper
3340,2197241.948,6520738.923,0,Standard Array Pier_Edge Damper
3341,2195737.443,6520934.229,0,Standard Array Pier_Edge Damper
3342,2197247.182,6520934.229,0,Standard Array Pier_Edge Damper
3343,2195736.92,6520914.699,0,Standard Array Pier_Edge Damper
3344,2197248.229,6520973.291,0,Standard Array Pier_Edge Damper
3345,2195737.966,6520953.76,0,Standard Array Pier_Edge Damper
3346,2197247.705,6520953.76,0,Standard Array Pier_Edge Damper
3347,2195735.873,6520875.637,0,Standard Array Pier_Edge Damper
3348,2197245.612,6520875.637,0,Standard Array Pier_Edge Damper
3349,2195735.349,6520856.107,0,Standard Array Pier_Edge Damper
3350,2197246.659,6520914.699,0,Standard Array Pier_Edge Damper
3351,2195736.396,6520895.168,0,Standard Array Pier_Edge Damper
3352,2197246.135,6520895.168,0,Standard Array Pier_Edge Damper
3353,2197053.395,6520895.168,0,Standard Motor Pier
3354,2195895.388,6520895.168,0,Standard Motor Pier
3355,2197053.919,6520914.699,0,Standard Motor Pier
3356,2195894.341,6520856.107,0,Standard Motor Pier
3357,2197052.872,6520875.637,0,Standard Motor Pier
3358,2195894.864,6520875.637,0,Standard Motor Pier
3359,2197054.965,6520953.76,0,Standard Motor Pier
3360,2195896.958,6520953.76,0,Standard Motor Pier
3361,2197055.489,6520973.291,0,Standard Motor Pier
3362,2195895.911,6520914.699,0,Standard Motor Pier
3363,2197054.442,6520934.229,0,Standard Motor Pier
3364,2195896.435,6520934.229,0,Standard Motor Pier
3365,2197049.208,6520738.923,0,Standard Motor Pier
3366,2197049.732,6520758.453,0,Standard Motor Pier
3367,2197050.255,6520777.984,0,Standard Motor Pier
3368,2197047.638,6520680.331,0,Standard Motor Pier
3369,2197048.162,6520699.862,0,Standard Motor Pier
3370,2197048.685,6520719.392,0,Standard Motor Pier
3371,2197051.825,6520836.576,0,Standard Motor Pier
3372,2195893.818,6520836.576,0,Standard Motor Pier
3373,2197052.349,6520856.107,0,Standard Motor Pier
3374,2197050.778,6520797.515,0,Standard Motor Pier
3375,2197051.302,6520817.045,0,Standard Motor Pier
3376,2195893.294,6520817.045,0,Standard Motor Pier
3377,2195897.481,6520973.291,0,Standard Motor Pier
3378,2195901.668,6521129.536,0,Standard Motor Pier
3379,2197060.199,6521149.066,0,Standard Motor Pier
3380,2195902.192,6521149.066,0,Standard Motor Pier
3381,2197059.152,6521110.005,0,Standard Motor Pier
3382,2195901.145,6521110.005,0,Standard Motor Pier
3383,2197059.676,6521129.536,0,Standard Motor Pier
3384,2195903.238,6521188.128,0,Standard Motor Pier
3385,2197061.769,6521207.658,0,Standard Motor Pier
3386,2195903.762,6521207.658,0,Standard Motor Pier
3387,2197060.722,6521168.597,0,Standard Motor Pier
3388,2195902.715,6521168.597,0,Standard Motor Pier
3389,2197061.246,6521188.128,0,Standard Motor Pier
3390,2195898.528,6521012.352,0,Standard Motor Pier
3391,2197057.059,6521031.883,0,Standard Motor Pier
3392,2195899.051,6521031.883,0,Standard Motor Pier
3393,2197056.012,6520992.821,0,Standard Motor Pier
3394,2195898.005,6520992.821,0,Standard Motor Pier
3395,2197056.535,6521012.352,0,Standard Motor Pier
3396,2195900.098,6521070.944,0,Standard Motor Pier
3397,2197058.629,6521090.474,0,Standard Motor Pier
3398,2195900.622,6521090.474,0,Standard Motor Pier
3399,2197057.582,6521051.413,0,Standard Motor Pier
3400,2195899.575,6521051.413,0,Standard Motor Pier
3401,2197058.106,6521070.944,0,Standard Motor Pier
3402,2196276.814,6521110.005,0,Standard Motor Pier
3403,2196277.337,6521129.536,0,Standard Motor Pier
3404,2196277.861,6521149.066,0,Standard Motor Pier
3405,2196275.244,6521051.413,0,Standard Motor Pier
3406,2196275.767,6521070.944,0,Standard Motor Pier
3407,2196276.291,6521090.474,0,Standard Motor Pier
3408,2196671.969,6520680.331,0,Standard Motor Pier
3409,2196672.492,6520699.862,0,Standard Motor Pier
3410,2196673.016,6520719.392,0,Standard Motor Pier
3411,2196278.384,6521168.597,0,Standard Motor Pier
3412,2196278.907,6521188.128,0,Standard Motor Pier
3413,2196279.431,6521207.658,0,Standard Motor Pier
3414,2196270.534,6520875.637,0,Standard Motor Pier
3415,2196271.057,6520895.168,0,Standard Motor Pier
3416,2196271.58,6520914.699,0,Standard Motor Pier
3417,2196268.964,6520817.045,0,Standard Motor Pier
3418,2196269.487,6520836.576,0,Standard Motor Pier
3419,2196270.01,6520856.107,0,Standard Motor Pier
3420,2196273.674,6520992.821,0,Standard Motor Pier
3421,2196274.197,6521012.352,0,Standard Motor Pier
3422,2196274.721,6521031.883,0,Standard Motor Pier
3423,2196272.104,6520934.229,0,Standard Motor Pier
3424,2196272.627,6520953.76,0,Standard Motor Pier
3425,2196273.15,6520973.291,0,Standard Motor Pier
3426,2196673.539,6520738.923,0,Standard Motor Pier
3427,2196681.913,6521051.413,0,Standard Motor Pier
3428,2196682.436,6521070.944,0,Standard Motor Pier
3429,2196682.96,6521090.474,0,Standard Motor Pier
3430,2196680.343,6520992.821,0,Standard Motor Pier
3431,2196680.866,6521012.352,0,Standard Motor Pier
3432,2196681.39,6521031.883,0,Standard Motor Pier
3433,2196685.053,6521168.597,0,Standard Motor Pier
3434,2196685.577,6521188.128,0,Standard Motor Pier
3435,2196686.1,6521207.658,0,Standard Motor Pier
3436,2196683.483,6521110.005,0,Standard Motor Pier
3437,2196684.007,6521129.536,0,Standard Motor Pier
3438,2196684.53,6521149.066,0,Standard Motor Pier
3439,2196675.633,6520817.045,0,Standard Motor Pier
3440,2196676.156,6520836.576,0,Standard Motor Pier
3441,2196676.679,6520856.107,0,Standard Motor Pier
3442,2196674.063,6520758.453,0,Standard Motor Pier
3443,2196674.586,6520777.984,0,Standard Motor Pier
3444,2196675.109,6520797.515,0,Standard Motor Pier
3445,2196678.773,6520934.229,0,Standard Motor Pier
3446,2196679.296,6520953.76,0,Standard Motor Pier
3447,2196679.82,6520973.291,0,Standard Motor Pier
3448,2196677.203,6520875.637,0,Standard Motor Pier
3449,2196677.726,6520895.168,0,Standard Motor Pier
3450,2196678.249,6520914.699,0,Standard Motor Pier
