Pile ID,Pile Color,Y,X,Required Top of Pile Elevation
1.02-S3.R031.G,Dark Blue,13697060.623109,2996279.327176,81.815855
1.02-S3.R031.H,Yellow,13697033.849541,2996279.327176,81.802470
1.02-S3.R031.I,Yellow,13697006.370921,2996279.327176,81.788730
1.02-S3.R031.J,Yellow,13696978.892630,2996279.327176,81.774990
1.02-S3.R031.K,Yellow,13696951.414338,2996279.327176,81.761250
1.02-S3.R031.L,Yellow,13696927.302182,2996279.327176,81.749195
1.02-S3.R032.A,Light Blue,13697218.055865,2996299.327136,81.882975
1.02-S3.R032.B,Light Blue,13697197.309844,2996299.327136,81.872600
1.02-S3.R032.C,Light Blue,13697169.831552,2996299.327136,81.858860
1.02-S3.R032.D,Light Blue,13697142.353261,2996299.327136,81.845120
1.02-S3.R032.E,Light Blue,13697114.874969,2996299.327136,81.831380
1.02-S3.R032.F,Light Blue,13697087.396678,2996299.327136,81.817645
1.02-S3.R032.G,Dark Blue,13697060.623109,2996299.327136,81.804255
1.02-S3.R032.H,Yellow,13697033.849541,2996299.327136,81.790870
1.02-S3.R032.I,Yellow,13697006.370921,2996299.327136,81.777130
1.02-S3.R032.J,Yellow,13696978.892630,2996299.327136,81.763390
1.02-S3.R032.K,Yellow,13696951.414338,2996299.327136,81.749650
1.02-S3.R032.L,Yellow,13696927.302182,2996299.327136,81.737595
1.02-S3.R033.A,Light Blue,13697218.055865,2996319.327096,81.838575
1.02-S3.R033.B,Light Blue,13697197.309844,2996319.327096,81.828200
1.02-S3.R033.C,Light Blue,13697169.831552,2996319.327096,81.814460
1.02-S3.R033.D,Light Blue,13697142.353261,2996319.327096,81.800720
1.02-S3.R033.E,Light Blue,13697114.874969,2996319.327096,81.786980
1.02-S3.R033.F,Light Blue,13697087.396678,2996319.327096,81.773245
1.02-S3.R033.G,Dark Blue,13697060.623109,2996319.327096,81.759855
1.02-S3.R033.H,Yellow,13697033.849541,2996319.327096,81.746470
1.02-S3.R033.I,Yellow,13697006.370921,2996319.327096,81.732730
1.02-S3.R033.J,Yellow,13696978.892630,2996319.327096,81.718990
1.02-S3.R033.K,Yellow,13696951.414338,2996319.327096,81.705250
1.02-S3.R033.L,Yellow,13696927.302182,2996319.327096,81.693195
1.02-S3.R034.A,Light Blue,13697218.055865,2996339.327056,81.783430
1.02-S3.R034.B,Light Blue,13697197.309844,2996339.327056,81.773055
1.02-S3.R034.C,Light Blue,13697169.831552,2996339.327056,81.759315
1.02-S3.R034.D,Light Blue,13697142.353261,2996339.327056,81.745575
1.02-S3.R034.E,Light Blue,13697114.874969,2996339.327056,81.731835
1.02-S3.R034.F,Light Blue,13697087.396678,2996339.327056,81.718100
1.02-S3.R034.G,Dark Blue,13697060.623109,2996339.327056,81.704710
1.02-S3.R034.H,Yellow,13697033.849541,2996339.327056,81.691325
1.02-S3.R034.I,Yellow,13697006.370921,2996339.327056,81.677585
1.02-S3.R034.J,Yellow,13696978.892630,2996339.327056,81.663845
1.02-S3.R034.K,Yellow,13696951.414338,2996339.327056,81.650105
1.02-S3.R034.L,Yellow,13696927.302182,2996339.327056,81.638050
1.02-S3.R035.A,Light Blue,13697218.055865,2996359.327344,81.763915
1.02-S3.R035.B,Light Blue,13697197.309844,2996359.327344,81.753540
1.02-S3.R035.C,Light Blue,13697169.831552,2996359.327344,81.739800
1.02-S3.R035.D,Light Blue,13697142.353261,2996359.327344,81.726060
1.02-S3.R035.E,Yellow,13697114.874969,2996359.327344,81.712320
1.02-S3.R035.F,Light Blue,13697087.396678,2996359.327344,81.698585
1.02-S3.R035.G,Dark Blue,13697060.623109,2996359.327344,81.685195
1.02-S3.R035.H,Yellow,13697033.849541,2996359.327344,81.671810
1.02-S3.R035.I,Yellow,13697006.370921,2996359.327344,81.658070
1.02-S3.R035.J,Yellow,13696978.892630,2996359.327344,81.644330
1.02-S3.R035.K,Yellow,13696951.414338,2996359.327344,81.630590
1.02-S3.R035.L,Yellow,13696927.302182,2996359.327344,81.618535
1.02-S3.R036.A,Light Blue,13697218.055865,2996379.327304,81.685500
1.02-S3.R036.B,Light Blue,13697197.309844,2996379.327304,81.675125
1.02-S3.R036.C,Light Blue,13697169.831552,2996379.327304,81.661385
1.02-S3.R036.D,Light Blue,13697142.353261,2996379.327304,81.647645
1.02-S3.R036.E,Yellow,13697114.874969,2996379.327304,81.633905
1.02-S3.R036.F,Yellow,13697087.396678,2996379.327304,81.620170
1.02-S3.R036.G,Dark Blue,13697060.623109,2996379.327304,81.606780
1.02-S3.R036.H,Yellow,13697033.849541,2996379.327304,81.593395
1.02-S3.R036.I,Yellow,13697006.370921,2996379.327304,81.579655
1.02-S3.R036.J,Yellow,13696978.892630,2996379.327304,81.565915
1.02-S3.R036.K,Yellow,13696951.414338,2996379.327304,81.552175
1.02-S3.R036.L,Yellow,13696927.302182,2996379.327304,81.540120
1.02-S3.R037.A,Light Blue,13697218.055865,2996399.327264,81.634015
1.02-S3.R037.B,Light Blue,13697197.309844,2996399.327264,81.623640
1.02-S3.R037.C,Light Blue,13697169.831552,2996399.327264,81.609900
1.02-S3.R037.D,Yellow,13697142.353261,2996399.327264,81.596160
1.02-S3.R037.E,Yellow,13697114.874969,2996399.327264,81.582420
1.02-S3.R037.F,Yellow,13697087.396678,2996399.327264,81.568685
1.02-S3.R037.G,Dark Blue,13697060.623109,2996399.327264,81.555295
1.02-S3.R037.H,Yellow,13697033.849541,2996399.327264,81.541910
1.02-S3.R037.I,Yellow,13697006.370921,2996399.327264,81.528170
1.02-S3.R037.J,Yellow,13696978.892630,2996399.327264,81.514430
1.02-S3.R037.K,Yellow,13696951.414338,2996399.327264,81.500690
1.02-S3.R037.L,Yellow,13696927.302182,2996399.327264,81.488635
1.02-S3.R038.A,Light Blue,13697218.055865,2996419.327224,81.616100
1.02-S3.R038.B,Light Blue,13697197.309844,2996419.327224,81.605725
1.02-S3.R038.C,Light Blue,13697169.831552,2996419.327224,81.591985
1.02-S3.R038.D,Yellow,13697142.353261,2996419.327224,81.578245
1.02-S3.R038.E,Yellow,13697114.874969,2996419.327224,81.564505
1.02-S3.R038.F,Yellow,13697087.396678,2996419.327224,81.550770
1.02-S3.R038.G,Dark Blue,13697060.623109,2996419.327224,81.537380
1.02-S3.R038.H,Yellow,13697033.849541,2996419.327224,81.523995
1.02-S3.R038.I,Yellow,13697006.370921,2996419.327224,81.510255
1.02-S3.R038.J,Yellow,13696978.892630,2996419.327224,81.496515
1.02-S3.R038.K,Yellow,13696951.414338,2996419.327224,81.482775
1.02-S3.R038.L,Yellow,13696927.302182,2996419.327224,81.470720
1.02-S3.R039.A,Light Blue,13697218.055865,2996439.327184,81.622020
1.02-S3.R039.B,Light Blue,13697197.309844,2996439.327184,81.611645
1.02-S3.R039.C,Yellow,13697169.831552,2996439.327184,81.597905
1.02-S3.R039.D,Yellow,13697142.353261,2996439.327184,81.584165
1.02-S3.R039.E,Yellow,13697114.874969,2996439.327184,81.570425
1.02-S3.R039.F,Yellow,13697087.396678,2996439.327184,81.556690
1.02-S3.R039.G,Dark Blue,13697060.623109,2996439.327184,81.543300
1.02-S3.R039.H,Light Blue,13697033.849541,2996439.327184,81.529915
1.02-S3.R039.I,Yellow,13697006.370921,2996439.327184,81.516175
1.02-S3.R039.J,Yellow,13696978.892630,2996439.327184,81.502435
1.02-S3.R039.K,Yellow,13696951.414338,2996439.327184,81.488695
1.02-S3.R039.L,Yellow,13696927.302182,2996439.327184,81.476640
1.02-S3.R040.A,Light Blue,13697218.055865,2996459.327144,81.679175
1.02-S3.R040.B,Yellow,13697197.309844,2996459.327144,81.668800
1.02-S3.R040.C,Yellow,13697169.831552,2996459.327144,81.655060
1.02-S3.R040.D,Yellow,13697142.353261,2996459.327144,81.641320
1.02-S3.R040.E,Yellow,13697114.874969,2996459.327144,81.627580
1.02-S3.R040.F,Yellow,13697087.396678,2996459.327144,81.613845
1.02-S3.R040.G,Dark Blue,13697060.623109,2996459.327144,81.600455
1.02-S3.R040.H,Yellow,13697033.849541,2996459.327144,81.587070
1.02-S3.R040.I,Yellow,13697006.370921,2996459.327144,81.573330
1.02-S3.R040.J,Yellow,13696978.892630,2996459.327144,81.559590
1.02-S3.R040.K,Yellow,13696951.414338,2996459.327144,81.545850
1.02-S3.R040.L,Yellow,13696927.302182,2996459.327144,81.533795
1.02-S3.R041.A,Yellow,13697218.055865,2996479.327104,81.646405
1.02-S3.R041.B,Yellow,13697197.309844,2996479.327104,81.636030
1.02-S3.R041.C,Yellow,13697169.831552,2996479.327104,81.622290
1.02-S3.R041.D,Yellow,13697142.353261,2996479.327104,81.608550
1.02-S3.R041.E,Yellow,13697114.874969,2996479.327104,81.594810
1.02-S3.R041.F,Yellow,13697087.396678,2996479.327104,81.581075
1.02-S3.R041.G,Dark Blue,13697060.623109,2996479.327104,81.567685
1.02-S3.R041.H,Yellow,13697033.849541,2996479.327104,81.554300
1.02-S3.R041.I,Yellow,13697006.370921,2996479.327104,81.540560
1.02-S3.R041.J,Yellow,13696978.892630,2996479.327104,81.526820
1.02-S3.R041.K,Yellow,13696951.414338,2996479.327104,81.513080
1.02-S3.R041.L,Yellow,13696927.302182,2996479.327104,81.501025
1.02-S3.R042.A,Yellow,13697218.055865,2996499.327064,81.517515
1.02-S3.R042.B,Yellow,13697197.309844,2996499.327064,81.507140
1.02-S3.R042.C,Yellow,13697169.831552,2996499.327064,81.493400
1.02-S3.R042.D,Yellow,13697142.353261,2996499.327064,81.479660
1.02-S3.R042.E,Yellow,13697114.874969,2996499.327064,81.465920
1.02-S3.R042.F,Yellow,13697087.396678,2996499.327064,81.452185
1.02-S3.R042.G,Dark Blue,13697060.623109,2996499.327064,81.438795
1.02-S3.R042.H,Yellow,13697033.849541,2996499.327064,81.425410
1.02-S3.R042.I,Yellow,13697006.370921,2996499.327064,81.411670
1.02-S3.R042.J,Yellow,13696978.892630,2996499.327064,81.397930
1.02-S3.R042.K,Yellow,13696951.414338,2996499.327064,81.384190
1.02-S3.R042.L,Yellow,13696927.302182,2996499.327064,81.372135
1.02-S3.R043.A,Yellow,13697218.055865,2996519.327352,81.470100
1.02-S3.R043.B,Yellow,13697197.309844,2996519.327352,81.459725
1.02-S3.R043.C,Yellow,13697169.831552,2996519.327352,81.445985
1.02-S3.R043.D,Yellow,13697142.353261,2996519.327352,81.432245
1.02-S3.R043.E,Yellow,13697114.874969,2996519.327352,81.418505
1.02-S3.R043.F,Yellow,13697087.396678,2996519.327352,81.404770
1.02-S3.R043.G,Dark Blue,13697060.623109,2996519.327352,81.391380
1.02-S3.R043.H,Yellow,13697033.849541,2996519.327352,81.377995
1.02-S3.R043.I,Yellow,13697006.370921,2996519.327352,81.364255
1.02-S3.R043.J,Yellow,13696978.892630,2996519.327352,81.350515
1.02-S3.R043.K,Yellow,13696951.414338,2996519.327352,81.336775
1.02-S3.R043.L,Yellow,13696927.302182,2996519.327352,81.324720
1.02-S3.R044.A,Yellow,13697218.055865,2996539.327312,81.415500
1.02-S3.R044.B,Yellow,13697197.309844,2996539.327312,81.405125
1.02-S3.R044.C,Yellow,13697169.831552,2996539.327312,81.391385
1.02-S3.R044.D,Yellow,13697142.353261,2996539.327312,81.377645
1.02-S3.R044.E,Yellow,13697114.874969,2996539.327312,81.363905
1.02-S3.R044.F,Yellow,13697087.396678,2996539.327312,81.350170
1.02-S3.R044.G,Dark Blue,13697060.623109,2996539.327312,81.336780
1.02-S3.R044.H,Yellow,13697033.849541,2996539.327312,81.323395
1.02-S3.R044.I,Yellow,13697006.370921,2996539.327312,81.309655
1.02-S3.R044.J,Yellow,13696978.892630,2996539.327312,81.295915
1.02-S3.R044.K,Yellow,13696951.414338,2996539.327312,81.282175
1.02-S3.R044.L,Yellow,13696927.302182,2996539.327312,81.270120
1.02-S3.R045.A,Yellow,13697218.055865,2996559.327272,81.269815
1.02-S3.R045.B,Yellow,13697197.309844,2996559.327272,81.259440
1.02-S3.R045.C,Light Blue,13697169.831552,2996559.327272,81.245700
1.02-S3.R045.D,Yellow,13697142.353261,2996559.327272,81.231960
1.02-S3.R045.E,Yellow,13697114.874969,2996559.327272,81.218220
1.02-S3.R045.F,Yellow,13697087.396678,2996559.327272,81.204485
1.02-S3.R045.G,Dark Blue,13697060.623109,2996559.327272,81.191095
1.02-S3.R045.H,Yellow,13697033.849541,2996559.327272,81.177710
1.02-S3.R045.I,Yellow,13697006.370921,2996559.327272,81.163970
1.02-S3.R045.J,Yellow,13696978.892630,2996559.327272,81.150230
1.02-S3.R045.K,Yellow,13696951.414338,2996559.327272,81.136490
1.02-S3.R045.L,Yellow,13696927.302182,2996559.327272,81.124435
1.02-S3.R046.A,Yellow,13697218.055865,2996579.327232,81.251815
1.02-S3.R046.B,Yellow,13697197.309844,2996579.327232,81.241440
1.02-S3.R046.C,Yellow,13697169.831552,2996579.327232,81.227700
1.02-S3.R046.D,Yellow,13697142.353261,2996579.327232,81.213960
1.02-S3.R046.E,Yellow,13697114.874969,2996579.327232,81.200220
1.02-S3.R046.F,Yellow,13697087.396678,2996579.327232,81.186485
1.02-S3.R046.G,Dark Blue,13697060.623109,2996579.327232,81.173095
1.02-S3.R046.H,Yellow,13697033.849541,2996579.327232,81.159710
1.02-S3.R046.I,Yellow,13697006.370921,2996579.327232,81.145970
1.02-S3.R046.J,Yellow,13696978.892630,2996579.327232,81.132230
1.02-S3.R046.K,Yellow,13696951.414338,2996579.327232,81.118490
1.02-S3.R046.L,Yellow,13696927.302182,2996579.327232,81.106435
1.02-S3.R047.A,Yellow,13697218.055865,2996599.327192,81.223800
1.02-S3.R047.B,Yellow,13697197.309844,2996599.327192,81.213425
1.02-S3.R047.C,Yellow,13697169.831552,2996599.327192,81.199685
1.02-S3.R047.D,Yellow,13697142.353261,2996599.327192,81.185945
1.02-S3.R047.E,Yellow,13697114.874969,2996599.327192,81.172205
1.02-S3.R047.F,Yellow,13697087.396678,2996599.327192,81.158470
1.02-S3.R047.G,Dark Blue,13697060.623109,2996599.327192,81.145080
1.02-S3.R047.H,Yellow,13697033.849541,2996599.327192,81.131695
1.02-S3.R047.I,Yellow,13697006.370921,2996599.327192,81.117955
1.02-S3.R047.J,Yellow,13696978.892630,2996599.327192,81.104215
1.02-S3.R047.K,Yellow,13696951.414338,2996599.327192,81.090475
1.02-S3.R047.L,Yellow,13696927.302182,2996599.327192,81.078420
1.02-S3.R048.A,Yellow,13697218.055865,2996619.327152,81.230900
1.02-S3.R048.B,Yellow,13697197.309844,2996619.327152,81.220525
1.02-S3.R048.C,Yellow,13697169.831552,2996619.327152,81.206785
1.02-S3.R048.D,Yellow,13697142.353261,2996619.327152,81.193045
1.02-S3.R048.E,Yellow,13697114.874969,2996619.327152,81.179305
1.02-S3.R048.F,Yellow,13697087.396678,2996619.327152,81.165570
1.02-S3.R048.G,Dark Blue,13697060.623109,2996619.327152,81.152180
1.02-S3.R048.H,Yellow,13697033.849541,2996619.327152,81.138795
1.02-S3.R048.I,Yellow,13697006.370921,2996619.327152,81.125055
1.02-S3.R048.J,Yellow,13696978.892630,2996619.327152,81.111315
1.02-S3.R048.K,Yellow,13696951.414338,2996619.327152,81.097575
1.02-S3.R048.L,Yellow,13696927.302182,2996619.327152,81.085520
1.02-S3.R049.A,Yellow,13697218.055865,2996639.327112,81.196195
1.02-S3.R049.B,Yellow,13697197.309844,2996639.327112,81.185820
1.02-S3.R049.C,Yellow,13697169.831552,2996639.327112,81.172080
1.02-S3.R049.D,Yellow,13697142.353261,2996639.327112,81.158340
1.02-S3.R049.E,Yellow,13697114.874969,2996639.327112,81.144600
1.02-S3.R049.F,Yellow,13697087.396678,2996639.327112,81.130865
1.02-S3.R049.G,Dark Blue,13697060.623109,2996639.327112,81.117475
1.02-S3.R049.H,Yellow,13697033.849541,2996639.327112,81.104090
1.02-S3.R049.I,Yellow,13697006.370921,2996639.327112,81.090350
1.02-S3.R049.J,Yellow,13696978.892630,2996639.327112,81.076610
1.02-S3.R049.K,Yellow,13696951.414338,2996639.327112,81.062870
1.02-S3.R049.L,Yellow,13696927.302182,2996639.327112,81.050815
1.02-S3.R050.A,Yellow,13697218.055865,2996659.327072,81.066930
1.02-S3.R050.B,Yellow,13697197.309844,2996659.327072,81.056555
1.02-S3.R050.C,Yellow,13697169.831552,2996659.327072,81.042815
1.02-S3.R050.D,Yellow,13697142.353261,2996659.327072,81.029075
1.02-S3.R050.E,Yellow,13697114.874969,2996659.327072,81.015335
1.02-S3.R050.F,Yellow,13697087.396678,2996659.327072,81.001600
1.02-S3.R050.G,Dark Blue,13697060.623109,2996659.327072,80.988210
1.02-S3.R050.H,Yellow,13697033.849541,2996659.327072,80.974825
1.02-S3.R050.I,Yellow,13697006.370921,2996659.327072,80.961085
1.02-S3.R050.J,Yellow,13696978.892630,2996659.327072,80.947345
1.02-S3.R050.K,Yellow,13696951.414338,2996659.327072,80.933605
1.02-S3.R050.L,Yellow,13696927.302182,2996659.327072,80.921550
1.02-S3.R051.A,Yellow,13697218.055865,2996679.327360,80.782075
1.02-S3.R051.B,Yellow,13697197.309844,2996679.327360,80.771700
1.02-S3.R051.C,Yellow,13697169.831552,2996679.327360,80.757960
1.02-S3.R051.D,Yellow,13697142.353261,2996679.327360,80.744220
1.02-S3.R051.E,Yellow,13697114.874969,2996679.327360,80.730480
1.02-S3.R051.F,Yellow,13697087.396678,2996679.327360,80.716745
1.02-S3.R051.G,Dark Blue,13697060.623109,2996679.327360,80.703355
1.02-S3.R051.H,Yellow,13697033.849541,2996679.327360,80.689970
1.02-S3.R051.I,Yellow,13697006.370921,2996679.327360,80.676230
1.02-S3.R051.J,Yellow,13696978.892630,2996679.327360,80.662490
1.02-S3.R051.K,Yellow,13696951.414338,2996679.327360,80.648750
1.02-S3.R051.L,Yellow,13696927.302182,2996679.327360,80.636695
1.02-S3.R052.A,Yellow,13697218.055865,2996699.327320,79.533075
1.02-S3.R052.B,Light Green,13697197.309844,2996699.327320,79.522700
1.02-S3.R052.C,Yellow,13697169.831552,2996699.327320,79.508960
1.02-S3.R052.D,Yellow,13697142.353261,2996699.327320,79.495220
1.02-S3.R052.E,Yellow,13697114.874969,2996699.327320,79.481480
1.02-S3.R052.F,Yellow,13697087.396678,2996699.327320,79.467745
1.02-S3.R052.G,Dark Blue,13697060.623109,2996699.327320,79.454355
1.02-S3.R052.H,Yellow,13697033.849541,2996699.327320,79.440970
1.02-S3.R052.I,Yellow,13697006.370921,2996699.327320,79.427230
1.02-S3.R052.J,Yellow,13696978.892630,2996699.327320,79.413490
1.02-S3.R052.K,Yellow,13696951.414338,2996699.327320,79.399750
1.02-S3.R052.L,Yellow,13696927.302182,2996699.327320,79.387695
1.02-S3.R053.A,Light Blue,13697218.055865,2996719.327280,80.613175
1.02-S3.R053.B,Black,13697197.309844,2996719.327280,80.602800
1.02-S3.R053.C,Light Blue,13697169.831552,2996719.327280,80.589060
1.02-S3.R053.D,Yellow,13697142.353261,2996719.327280,80.575320
1.02-S3.R053.E,Yellow,13697114.874969,2996719.327280,80.561580
1.02-S3.R053.F,Light Blue,13697087.396678,2996719.327280,80.547845
1.02-S3.R053.G,Purple,13697060.623109,2996719.327280,80.534455
1.02-S3.R053.H,Yellow,13697033.849541,2996719.327280,80.521070
1.02-S3.R053.I,Yellow,13697006.370921,2996719.327280,80.507330
1.02-S3.R053.J,Yellow,13696978.892630,2996719.327280,80.493590
1.02-S3.R053.K,Yellow,13696951.414338,2996719.327280,80.479850
1.02-S3.R053.L,Yellow,13696927.302182,2996719.327280,80.467795
1.02-S3.R054.A,Light Blue,13697218.055865,2996745.990613,80.904537
1.02-S3.R054.B,Black,13697197.309844,2996745.990613,80.842812
1.02-S3.R054.C,Light Blue,13697169.831552,2996745.990613,80.761067
1.02-S3.R054.D,Light Blue,13697142.353261,2996745.990613,80.679322
1.02-S3.R054.E,Light Blue,13697114.874969,2996745.990613,80.597577
1.02-S3.R054.F,Yellow,13697087.396678,2996745.990613,80.515862
1.02-S3.R054.G,Purple,13697060.623109,2996745.990613,80.436200
1.02-S3.R054.H,Yellow,13697033.849541,2996745.990613,80.356567
1.02-S3.R054.I,Yellow,13697006.370921,2996745.990613,80.274823
1.02-S3.R054.J,Yellow,13696978.892630,2996745.990613,80.193078
1.02-S3.R054.K,Yellow,13696951.414338,2996745.990613,80.111333
1.02-S3.R054.L,Yellow,13696927.302182,2996745.990613,80.039613
1.02-S3.R055.A,Light Blue,13697218.055865,2996765.990573,79.874725
1.02-S3.R055.B,Light Green,13697197.309844,2996765.990573,79.813000
1.02-S3.R055.C,Light Blue,13697169.831552,2996765.990573,79.731255
1.02-S3.R055.D,Yellow,13697142.353261,2996765.990573,79.649511
1.02-S3.R055.E,Yellow,13697114.874969,2996765.990573,79.567766
1.02-S3.R055.F,Yellow,13697087.396678,2996765.990573,79.486051
1.02-S3.R055.G,Dark Blue,13697060.623109,2996765.990573,79.406388
1.02-S3.R055.H,Yellow,13697033.849541,2996765.990573,79.326756
1.02-S3.R055.I,Yellow,13697006.370921,2996765.990573,79.245011
1.02-S3.R055.J,Yellow,13696978.892630,2996765.990573,79.163266
1.02-S3.R055.K,Yellow,13696951.414338,2996765.990573,79.081521
1.02-S3.R055.L,Yellow,13696927.302182,2996765.990573,79.009801
1.02-S3.R056.A,Light Blue,13697218.055865,2996785.990533,79.813125
1.02-S3.R056.B,Light Green,13697197.309844,2996785.990533,79.751400
1.02-S3.R056.C,Light Blue,13697169.831552,2996785.990533,79.669655
1.02-S3.R056.D,Yellow,13697142.353261,2996785.990533,79.587911
1.02-S3.R056.E,Yellow,13697114.874969,2996785.990533,79.506166
1.02-S3.R056.F,Yellow,13697087.396678,2996785.990533,79.424451
1.02-S3.R056.G,Dark Blue,13697060.623109,2996785.990533,79.344788
1.02-S3.R056.H,Yellow,13697033.849541,2996785.990533,79.265156
1.02-S3.R056.I,Yellow,13697006.370921,2996785.990533,79.183411
1.02-S3.R056.J,Yellow,13696978.892630,2996785.990533,79.101666
1.02-S3.R056.K,Yellow,13696951.414338,2996785.990533,79.019921
1.02-S3.R056.L,Yellow,13696927.302182,2996785.990533,78.948201
1.02-S3.R057.A,Light Blue,13697218.055865,2996805.990493,79.853825
1.02-S3.R057.B,Light Green,13697197.309844,2996805.990493,79.792100
1.02-S3.R057.C,Yellow,13697169.831552,2996805.990493,79.710355
1.02-S3.R057.D,Light Blue,13697142.353261,2996805.990493,79.628611
1.02-S3.R057.E,Yellow,13697114.874969,2996805.990493,79.546866
1.02-S3.R057.F,Yellow,13697087.396678,2996805.990493,79.465151
1.02-S3.R057.G,Dark Blue,13697060.623109,2996805.990493,79.385488
1.02-S3.R057.H,Yellow,13697033.849541,2996805.990493,79.305856
1.02-S3.R057.I,Yellow,13697006.370921,2996805.990493,79.224111
1.02-S3.R057.J,Yellow,13696978.892630,2996805.990493,79.142366
1.02-S3.R057.K,Yellow,13696951.414338,2996805.990493,79.060621
1.02-S3.R057.L,Yellow,13696927.302182,2996805.990493,78.988901
1.02-S3.R058.A,Yellow,13697218.055865,2996825.990453,79.834625
1.02-S3.R058.B,Light Green,13697197.309844,2996825.990453,79.772900
1.02-S3.R058.C,Light Blue,13697169.831552,2996825.990453,79.691155
1.02-S3.R058.D,Light Blue,13697142.353261,2996825.990453,79.609411
1.02-S3.R058.E,Light Blue,13697114.874969,2996825.990453,79.527666
1.02-S3.R058.F,Yellow,13697087.396678,2996825.990453,79.445951
1.02-S3.R058.G,Dark Blue,13697060.623109,2996825.990453,79.366288
1.02-S3.R058.H,Yellow,13697033.849541,2996825.990453,79.286656
1.02-S3.R058.I,Yellow,13697006.370921,2996825.990453,79.204911
1.02-S3.R058.J,Yellow,13696978.892630,2996825.990453,79.123166
1.02-S3.R058.K,Yellow,13696951.414338,2996825.990453,79.041421
1.02-S3.R058.L,Yellow,13696927.302182,2996825.990453,78.969701
1.02-S3.R059.A,Light Blue,13697218.055865,2996845.990741,79.628925
1.02-S3.R059.B,Light Green,13697197.309844,2996845.990741,79.567200
1.02-S3.R059.C,Light Blue,13697169.831552,2996845.990741,79.485455
1.02-S3.R059.D,Yellow,13697142.353261,2996845.990741,79.403711
1.02-S3.R059.E,Light Blue,13697114.874969,2996845.990741,79.321966
1.02-S3.R059.F,Yellow,13697087.396678,2996845.990741,79.240251
1.02-S3.R059.G,Dark Blue,13697060.623109,2996845.990741,79.160588
1.02-S3.R059.H,Yellow,13697033.849541,2996845.990741,79.080956
1.02-S3.R059.I,Yellow,13697006.370921,2996845.990741,78.999211
1.02-S3.R059.J,Yellow,13696978.892630,2996845.990741,78.917466
1.02-S3.R059.K,Yellow,13696951.414338,2996845.990741,78.835721
1.02-S3.R059.L,Yellow,13696927.302182,2996845.990741,78.764001
1.02-S3.R060.A,Light Blue,13697218.055865,2996865.990701,79.806025
1.02-S3.R060.B,Light Green,13697197.309844,2996865.990701,79.744300
1.02-S3.R060.C,Yellow,13697169.831552,2996865.990701,79.662555
1.02-S3.R060.D,Yellow,13697142.353261,2996865.990701,79.580811
1.02-S3.R060.E,Light Blue,13697114.874969,2996865.990701,79.499066
1.02-S3.R060.F,Light Blue,13697087.396678,2996865.990701,79.417351
1.02-S3.R060.G,Dark Blue,13697060.623109,2996865.990701,79.337688
1.02-S3.R060.H,Yellow,13697033.849541,2996865.990701,79.258056
1.02-S3.R060.I,Yellow,13697006.370921,2996865.990701,79.176311
1.02-S3.R060.J,Yellow,13696978.892630,2996865.990701,79.094566
1.02-S3.R060.K,Yellow,13696951.414338,2996865.990701,79.012821
1.02-S3.R060.L,Yellow,13696927.302182,2996865.990701,78.941101
1.02-S3.R061.A,Yellow,13697218.055865,2996885.990661,79.772725
1.02-S3.R061.B,Light Green,13697197.309844,2996885.990661,79.711000
1.02-S3.R061.C,Yellow,13697169.831552,2996885.990661,79.629255
1.02-S3.R061.D,Yellow,13697142.353261,2996885.990661,79.547511
1.02-S3.R061.E,Yellow,13697114.874969,2996885.990661,79.465766
1.02-S3.R061.F,Light Blue,13697087.396678,2996885.990661,79.384051
1.02-S3.R061.G,Dark Blue,13697060.623109,2996885.990661,79.304388
1.02-S3.R061.H,Yellow,13697033.849541,2996885.990661,79.224756
1.02-S3.R061.I,Yellow,13697006.370921,2996885.990661,79.143011
1.02-S3.R061.J,Yellow,13696978.892630,2996885.990661,79.061266
1.02-S3.R061.K,Yellow,13696951.414338,2996885.990661,78.979521
1.02-S3.R061.L,Yellow,13696927.302182,2996885.990661,78.907801
1.02-S3.R062.A,Light Blue,13697218.055865,2996905.990621,79.816325
1.02-S3.R062.B,Light Green,13697197.309844,2996905.990621,79.754600
1.02-S3.R062.C,Yellow,13697169.831552,2996905.990621,79.672855
1.02-S3.R062.D,Yellow,13697142.353261,2996905.990621,79.591111
1.02-S3.R062.E,Yellow,13697114.874969,2996905.990621,79.509366
1.02-S3.R062.F,Yellow,13697087.396678,2996905.990621,79.427651
1.02-S3.R062.G,Dark Blue,13697060.623109,2996905.990621,79.347988
1.02-S3.R062.H,Light Blue,13697033.849541,2996905.990621,79.268356
1.02-S3.R062.I,Yellow,13697006.370921,2996905.990621,79.186611
1.02-S3.R062.J,Yellow,13696978.892630,2996905.990621,79.104866
1.02-S3.R062.K,Yellow,13696951.414338,2996905.990621,79.023121
1.02-S3.R062.L,Yellow,13696927.302182,2996905.990621,78.951401
1.02-S3.R063.A,Light Blue,13697218.055865,2996925.990581,79.742725
1.02-S3.R063.B,Light Green,13697197.309844,2996925.990581,79.681000
1.02-S3.R063.C,Yellow,13697169.831552,2996925.990581,79.599255
1.02-S3.R063.D,Yellow,13697142.353261,2996925.990581,79.517511
1.02-S3.R063.E,Yellow,13697114.874969,2996925.990581,79.435766
1.02-S3.R063.F,Yellow,13697087.396678,2996925.990581,79.354051
