ID,N,E,Z,Color
E4.09.S3.R07.A,2165571.21,6532075.14,0,Blue - Black
E4.09.S3.R07.B,2165541.6,6532075.14,0,Blue - White
E4.09.S3.R07.C,2165511.99,6532075.14,0,Blue - White
E4.09.S3.R07.D,2165478.24,6532075.14,0,Blue - White
E4.09.S3.R07.E,2165444.49,6532075.14,0,Pink - White
E4.09.S3.R07.F,2165410.75,6532075.14,0,Pink - White
E4.09.S3.R07.G,2165378.47,6532075.14,0,Green
E4.09.S3.R07.H,2165346.2,6532075.14,0,Pink - White
E4.09.S3.R07.I,2165312.45,6532075.14,0,Pink - White
E4.09.S3.R07.J,2165278.7,6532075.14,0,Blue - White
E4.09.S3.R07.K,2165249.09,6532075.14,0,Blue - White
E4.09.S3.R07.L,2165219.48,6532075.14,0,Blue - Black
E4.09.S3.R08.A,2165571.7,6532093.14,0,Blue - Black
E4.09.S3.R08.B,2165542.09,6532093.14,0,Blue - White
E4.09.S3.R08.C,2165512.47,6532093.14,0,Blue - White
E4.09.S3.R08.D,2165478.73,6532093.14,0,Blue - White
E4.09.S3.R08.E,2165444.98,6532093.14,0,Pink - White
E4.09.S3.R08.F,2165411.23,6532093.14,0,Pink - White
E4.09.S3.R08.G,2165378.96,6532093.14,0,Green
E4.09.S3.R08.H,2165346.68,6532093.14,0,Pink - White
E4.09.S3.R08.I,2165312.94,6532093.14,0,Pink - White
E4.09.S3.R08.J,2165279.19,6532093.14,0,Blue - White
E4.09.S3.R08.K,2165249.58,6532093.14,0,Blue - White
E4.09.S3.R08.L,2165219.96,6532093.14,0,Blue - Black
E4.09.S3.R09.A,2165572.18,6532111.14,0,Blue - Black
E4.09.S3.R09.B,2165542.57,6532111.14,0,Blue - White
E4.09.S3.R09.C,2165512.96,6532111.14,0,Blue - White
E4.09.S3.R09.D,2165479.21,6532111.14,0,Blue - White
E4.09.S3.R09.E,2165445.46,6532111.14,0,Pink - White
E4.09.S3.R09.F,2165411.71,6532111.14,0,Pink - White
E4.09.S3.R09.G,2165379.44,6532111.14,0,Green
E4.09.S3.R09.H,2165347.17,6532111.14,0,Pink - White
E4.09.S3.R09.I,2165313.42,6532111.14,0,Pink - White
E4.09.S3.R09.J,2165279.67,6532111.14,0,Blue - White
E4.09.S3.R09.K,2165250.06,6532111.14,0,Blue - White
E4.09.S3.R09.L,2165220.45,6532111.14,0,Blue - Black
E4.09.S3.R10.A,2165572.66,6532129.14,0,Blue - Black
E4.09.S3.R10.B,2165543.05,6532129.14,0,Blue - White
E4.09.S3.R10.C,2165513.44,6532129.14,0,Blue - White
E4.09.S3.R10.D,2165479.69,6532129.14,0,Blue - White
E4.09.S3.R10.E,2165445.94,6532129.14,0,Pink - White
E4.09.S3.R10.F,2165412.19,6532129.14,0,Pink - White
E4.09.S3.R10.G,2165379.92,6532129.14,0,Green
E4.09.S3.R10.H,2165347.65,6532129.14,0,Pink - White
E4.09.S3.R10.I,2165313.9,6532129.14,0,Pink - White
E4.09.S3.R10.J,2165280.15,6532129.14,0,Blue - White
E4.09.S3.R10.K,2165250.54,6532129.14,0,Blue - White
E4.09.S3.R10.L,2165220.93,6532129.14,0,Blue - Black
E4.09.S3.R11.A,2165573.14,6532147.14,0,Blue - Black
E4.09.S3.R11.B,2165543.53,6532147.14,0,Blue - White
E4.09.S3.R11.C,2165513.92,6532147.14,0,Blue - White
E4.09.S3.R11.D,2165480.17,6532147.14,0,Blue - White
E4.09.S3.R11.E,2165446.42,6532147.14,0,Pink - White
E4.09.S3.R11.F,2165412.68,6532147.14,0,Pink - White
E4.09.S3.R11.G,2165380.4,6532147.14,0,Green
E4.09.S3.R11.H,2165348.13,6532147.14,0,Pink - White
E4.09.S3.R11.I,2165314.38,6532147.14,0,Pink - White
E4.09.S3.R11.J,2165280.63,6532147.14,0,Blue - White
E4.09.S3.R11.K,2165251.02,6532147.14,0,Blue - White
E4.09.S3.R11.L,2165221.41,6532147.14,0,Blue - Black
E4.09.S3.R12.A,2165573.63,6532165.14,0,Blue - Black
E4.09.S3.R12.B,2165544.01,6532165.14,0,Blue - White
E4.09.S3.R12.C,2165514.4,6532165.14,0,Blue - White
E4.09.S3.R12.D,2165480.65,6532165.14,0,Blue - White
E4.09.S3.R12.E,2165446.91,6532165.14,0,Pink - White
E4.09.S3.R12.F,2165413.16,6532165.14,0,Pink - White
E4.09.S3.R12.G,2165380.89,6532165.14,0,Green
E4.09.S3.R12.H,2165348.61,6532165.14,0,Pink - White
E4.09.S3.R12.I,2165314.86,6532165.14,0,Pink - White
E4.09.S3.R12.J,2165281.12,6532165.14,0,Blue - White
E4.09.S3.R12.K,2165251.51,6532165.14,0,Blue - White
E4.09.S3.R12.L,2165221.89,6532165.14,0,Blue - Black
E4.09.S3.R13.A,2165574.11,6532183.14,0,Blue - Black
E4.09.S3.R13.B,2165544.5,6532183.14,0,Blue - White
E4.09.S3.R13.C,2165514.89,6532183.14,0,Blue - White
E4.09.S3.R13.D,2165481.14,6532183.14,0,Blue - White
E4.09.S3.R13.E,2165447.39,6532183.14,0,Pink - White
E4.09.S3.R13.F,2165413.64,6532183.14,0,Pink - White
E4.09.S3.R13.G,2165381.37,6532183.14,0,Green
E4.09.S3.R13.H,2165349.1,6532183.14,0,Pink - White
E4.09.S3.R13.I,2165315.35,6532183.14,0,Pink - White
E4.09.S3.R13.J,2165281.6,6532183.14,0,Blue - White
E4.09.S3.R13.K,2165251.99,6532183.14,0,Blue - White
E4.09.S3.R13.L,2165222.38,6532183.14,0,Blue - Black
E4.09.S3.R14.A,2165574.59,6532201.14,0,Blue - Black
E4.09.S3.R14.B,2165544.98,6532201.14,0,Blue - White
E4.09.S3.R14.C,2165515.37,6532201.14,0,Blue - White
E4.09.S3.R14.D,2165481.62,6532201.14,0,Blue - White
E4.09.S3.R14.E,2165447.87,6532201.14,0,Pink - White
E4.09.S3.R14.F,2165414.12,6532201.14,0,Pink - White
E4.09.S3.R14.G,2165381.85,6532201.14,0,Green
E4.09.S3.R14.H,2165349.58,6532201.14,0,Pink - White
E4.09.S3.R14.I,2165315.83,6532201.14,0,Pink - White
E4.09.S3.R14.J,2165282.08,6532201.14,0,Blue - White
E4.09.S3.R14.K,2165252.47,6532201.14,0,Blue - White
E4.09.S3.R14.L,2165222.86,6532201.14,0,Blue - Black
E4.09.S3.R15.A,2165575.07,6532219.14,0,Blue - Black
E4.09.S3.R15.B,2165545.46,6532219.14,0,Blue - White
E4.09.S3.R15.C,2165515.85,6532219.14,0,Blue - White
E4.09.S3.R15.D,2165482.1,6532219.14,0,Blue - White
E4.09.S3.R15.E,2165448.35,6532219.14,0,Pink - White
E4.09.S3.R15.F,2165414.61,6532219.14,0,Pink - White
E4.09.S3.R15.G,2165382.33,6532219.14,0,Green
E4.09.S3.R15.H,2165350.06,6532219.14,0,Pink - White
E4.09.S3.R15.I,2165316.31,6532219.14,0,Pink - White
E4.09.S3.R15.J,2165282.56,6532219.14,0,Blue - White
E4.09.S3.R15.K,2165252.95,6532219.14,0,Blue - White
E4.09.S3.R15.L,2165223.34,6532219.14,0,Blue - Black
E4.09.S3.R16.A,2165575.56,6532237.14,0,Blue - Black
E4.09.S3.R16.B,2165545.94,6532237.14,0,Blue - White
E4.09.S3.R16.C,2165516.33,6532237.14,0,Blue - White
E4.09.S3.R16.D,2165482.58,6532237.14,0,Blue - White
E4.09.S3.R16.E,2165448.84,6532237.14,0,Pink - White
E4.09.S3.R16.F,2165415.09,6532237.14,0,Pink - White
E4.09.S3.R16.G,2165382.82,6532237.14,0,Green
E4.09.S3.R16.H,2165350.54,6532237.14,0,Pink - White
E4.09.S3.R16.I,2165316.79,6532237.14,0,Pink - White
E4.09.S3.R16.J,2165283.05,6532237.14,0,Blue - White
E4.09.S3.R16.K,2165253.43,6532237.14,0,Blue - White
E4.09.S3.R16.L,2165223.82,6532237.14,0,Blue - Black
E4.09.S3.R17.A,2165576.04,6532255.14,0,Blue - Black
E4.09.S3.R17.B,2165546.43,6532255.14,0,Blue - White
E4.09.S3.R17.C,2165516.82,6532255.14,0,Blue - White
E4.09.S3.R17.D,2165483.07,6532255.14,0,Blue - White
E4.09.S3.R17.E,2165449.32,6532255.14,0,Pink - White
E4.09.S3.R17.F,2165415.57,6532255.14,0,Pink - White
E4.09.S3.R17.G,2165383.3,6532255.14,0,Green
E4.09.S3.R17.H,2165351.02,6532255.14,0,Pink - White
E4.09.S3.R17.I,2165317.28,6532255.14,0,Pink - White
E4.09.S3.R17.J,2165283.53,6532255.14,0,Blue - White
E4.09.S3.R17.K,2165253.92,6532255.14,0,Blue - White
E4.09.S3.R17.L,2165224.31,6532255.14,0,Blue - Black
E4.09.S3.R18.A,2165576.52,6532273.14,0,Blue - Black
E4.09.S3.R18.B,2165546.91,6532273.14,0,Blue - White
E4.09.S3.R18.C,2165517.3,6532273.14,0,Blue - White
E4.09.S3.R18.D,2165483.55,6532273.14,0,Blue - White
E4.09.S3.R18.E,2165449.8,6532273.14,0,Pink - White
E4.09.S3.R18.F,2165416.05,6532273.14,0,Pink - White
E4.09.S3.R18.G,2165383.78,6532273.14,0,Green
E4.09.S3.R18.H,2165351.51,6532273.14,0,Pink - White
E4.09.S3.R18.I,2165317.76,6532273.14,0,Pink - White
E4.09.S3.R18.J,2165284.01,6532273.14,0,Blue - White
E4.09.S3.R18.K,2165254.4,6532273.14,0,Blue - White
E4.09.S3.R18.L,2165224.79,6532273.14,0,Blue - Black
E4.09.S3.R19.A,2165577,6532291.14,0,Blue - Black
E4.09.S3.R19.B,2165547.39,6532291.14,0,Blue - White
E4.09.S3.R19.C,2165517.78,6532291.14,0,Blue - White
E4.09.S3.R19.D,2165484.03,6532291.14,0,Blue - White
E4.09.S3.R19.E,2165450.28,6532291.14,0,Pink - White
E4.09.S3.R19.F,2165416.53,6532291.14,0,Pink - White
E4.09.S3.R19.G,2165384.26,6532291.14,0,Green
E4.09.S3.R19.H,2165351.99,6532291.14,0,Pink - White
E4.09.S3.R19.I,2165318.24,6532291.14,0,Pink - White
E4.09.S3.R19.J,2165284.49,6532291.14,0,Blue - White
E4.09.S3.R19.K,2165254.88,6532291.14,0,Blue - White
E4.09.S3.R19.L,2165225.27,6532291.14,0,Blue - Black
E4.09.S3.R20.A,2165577.48,6532309.14,0,Blue - Black
E4.09.S3.R20.B,2165547.87,6532309.14,0,Yellow - Black
E4.09.S3.R20.C,2165518.26,6532309.14,0,Yellow - Black
E4.09.S3.R20.D,2165484.51,6532309.14,0,Yellow - Black
E4.09.S3.R20.E,2165450.77,6532309.14,0,Pink - Black
E4.09.S3.R20.F,2165417.02,6532309.14,0,Pink - Black
E4.09.S3.R20.G,2165384.74,6532309.14,0,Green
E4.09.S3.R20.H,2165352.47,6532309.14,0,Pink - White
E4.09.S3.R20.I,2165318.72,6532309.14,0,Pink - White
E4.09.S3.R20.J,2165284.98,6532309.14,0,Blue - White
E4.09.S3.R20.K,2165255.36,6532309.14,0,Blue - White
E4.09.S3.R20.L,2165225.75,6532309.14,0,Blue - Black
E4.09.S3.R21.A,2165577.97,6532327.14,0,Blue - Black
E4.09.S3.R21.B,2165548.36,6532327.14,0,Blue - White
E4.09.S3.R21.C,2165518.74,6532327.14,0,Blue - White
E4.09.S3.R21.D,2165485,6532327.14,0,Blue - White
E4.09.S3.R21.E,2165451.25,6532327.14,0,Pink - White
E4.09.S3.R21.F,2165417.5,6532327.14,0,Pink - White
E4.09.S3.R21.G,2165385.23,6532327.14,0,Green
E4.09.S3.R21.H,2165352.95,6532327.14,0,Pink - White
E4.09.S3.R21.I,2165319.21,6532327.14,0,Pink - White
E4.09.S3.R21.J,2165285.46,6532327.14,0,Blue - White
E4.09.S3.R21.K,2165255.85,6532327.14,0,Blue - White
E4.09.S3.R21.L,2165226.24,6532327.14,0,Blue - Black
E4.09.S3.R22.A,2165578.45,6532345.14,0,Blue - Black
E4.09.S3.R22.B,2165548.84,6532345.14,0,Blue - White
E4.09.S3.R22.C,2165519.23,6532345.14,0,Blue - White
E4.09.S3.R22.D,2165485.48,6532345.14,0,Blue - White
E4.09.S3.R22.E,2165451.73,6532345.14,0,Pink - White
E4.09.S3.R22.F,2165417.98,6532345.14,0,Pink - White
E4.09.S3.R22.G,2165385.71,6532345.14,0,Green
E4.09.S3.R22.H,2165353.44,6532345.14,0,Pink - White
E4.09.S3.R22.I,2165319.69,6532345.14,0,Pink - White
E4.09.S3.R22.J,2165285.94,6532345.14,0,Blue - White
E4.09.S3.R22.K,2165256.33,6532345.14,0,Blue - White
E4.09.S3.R22.L,2165226.72,6532345.14,0,Blue - Black
E4.09.S3.R23.A,2165578.93,6532363.14,0,Blue - Black
E4.09.S3.R23.B,2165549.32,6532363.14,0,Blue - White
E4.09.S3.R23.C,2165519.71,6532363.14,0,Blue - White
E4.09.S3.R23.D,2165485.96,6532363.14,0,Blue - White
E4.09.S3.R23.E,2165452.21,6532363.14,0,Pink - White
E4.09.S3.R23.F,2165418.46,6532363.14,0,Pink - White
E4.09.S3.R23.G,2165386.19,6532363.14,0,Green
E4.09.S3.R23.H,2165353.92,6532363.14,0,Pink - White
E4.09.S3.R23.I,2165320.17,6532363.14,0,Pink - White
E4.09.S3.R23.J,2165286.42,6532363.14,0,Blue - White
E4.09.S3.R23.K,2165256.81,6532363.14,0,Blue - White
E4.09.S3.R23.L,2165227.2,6532363.14,0,Blue - Black
E4.09.S3.R24.A,2165579.41,6532381.14,0,Blue - Black
E4.09.S3.R24.B,2165549.8,6532381.14,0,Blue - White
E4.09.S3.R24.C,2165520.19,6532381.14,0,Blue - White
E4.09.S3.R24.D,2165486.44,6532381.14,0,Blue - White
E4.09.S3.R24.E,2165452.69,6532381.14,0,Pink - White
E4.09.S3.R24.F,2165418.95,6532381.14,0,Pink - White
E4.09.S3.R24.G,2165386.67,6532381.14,0,Green
E4.09.S3.R24.H,2165354.4,6532381.14,0,Pink - White
E4.09.S3.R24.I,2165320.65,6532381.14,0,Pink - White
E4.09.S3.R24.J,2165286.9,6532381.14,0,Blue - White
E4.09.S3.R24.K,2165257.29,6532381.14,0,Blue - White
E4.09.S3.R24.L,2165227.68,6532381.14,0,Blue - Black
E4.09.S3.R25.A,2165579.9,6532399.14,0,Blue - Black
E4.09.S3.R25.B,2165550.29,6532399.14,0,Blue - White
E4.09.S3.R25.C,2165520.67,6532399.14,0,Blue - White
E4.09.S3.R25.D,2165486.93,6532399.14,0,Blue - White
E4.09.S3.R25.E,2165453.18,6532399.14,0,Pink - White
E4.09.S3.R25.F,2165419.43,6532399.14,0,Pink - White
E4.09.S3.R25.G,2165387.16,6532399.14,0,Green
E4.09.S3.R25.H,2165354.88,6532399.14,0,Pink - White
E4.09.S3.R25.I,2165321.14,6532399.14,0,Pink - White
E4.09.S3.R25.J,2165287.39,6532399.14,0,Blue - White
E4.09.S3.R25.K,2165257.78,6532399.14,0,Blue - White
E4.09.S3.R25.L,2165228.16,6532399.14,0,Blue - Black
E4.09.S3.R26.A,2165580.38,6532417.14,0,Blue - Black
E4.09.S3.R26.B,2165550.77,6532417.14,0,Blue - White
E4.09.S3.R26.C,2165521.16,6532417.14,0,Blue - White
E4.09.S3.R26.D,2165487.41,6532417.14,0,Blue - White
E4.09.S3.R26.E,2165453.66,6532417.14,0,Pink - White
E4.09.S3.R26.F,2165419.91,6532417.14,0,Pink - White
E4.09.S3.R26.G,2165387.64,6532417.14,0,Green
E4.09.S3.R26.H,2165355.37,6532417.14,0,Pink - White
E4.09.S3.R26.I,2165321.62,6532417.14,0,Pink - White
E4.09.S3.R26.J,2165287.87,6532417.14,0,Blue - White
E4.09.S3.R26.K,2165258.26,6532417.14,0,Blue - White
E4.09.S3.R26.L,2165228.65,6532417.14,0,Blue - Black
E4.09.S3.R27.A,2165580.86,6532435.14,0,Blue - Black
E4.09.S3.R27.B,2165551.25,6532435.14,0,Blue - White
E4.09.S3.R27.C,2165521.64,6532435.14,0,Blue - White
E4.09.S3.R27.D,2165487.89,6532435.14,0,Blue - White
E4.09.S3.R27.E,2165454.14,6532435.14,0,Pink - White
E4.09.S3.R27.F,2165420.39,6532435.14,0,Pink - White
E4.09.S3.R27.G,2165388.12,6532435.14,0,Green
E4.09.S3.R27.H,2165355.85,6532435.14,0,Pink - White
E4.09.S3.R27.I,2165322.1,6532435.14,0,Pink - White
E4.09.S3.R27.J,2165288.35,6532435.14,0,Blue - White
E4.09.S3.R27.K,2165258.74,6532435.14,0,Blue - White
E4.09.S3.R27.L,2165229.13,6532435.14,0,Blue - Black
E4.09.S3.R28.A,2165581.34,6532453.14,0,Blue - Black
E4.09.S3.R28.B,2165551.73,6532453.14,0,Blue - White
E4.09.S3.R28.C,2165522.12,6532453.14,0,Blue - White
E4.09.S3.R28.D,2165488.37,6532453.14,0,Blue - White
E4.09.S3.R28.E,2165454.62,6532453.14,0,Pink - White
E4.09.S3.R28.F,2165420.88,6532453.14,0,Pink - White
E4.09.S3.R28.G,2165388.6,6532453.14,0,Green
E4.09.S3.R28.H,2165356.33,6532453.14,0,Pink - White
E4.09.S3.R28.I,2165322.58,6532453.14,0,Pink - White
E4.09.S3.R28.J,2165288.83,6532453.14,0,Blue - White
E4.09.S3.R28.K,2165259.22,6532453.14,0,Blue - White
E4.09.S3.R28.L,2165229.61,6532453.14,0,Blue - Black
E4.09.S3.R29.A,2165581.83,6532471.14,0,Blue - Black
E4.09.S3.R29.B,2165552.21,6532471.14,0,Blue - White
E4.09.S3.R29.C,2165522.6,6532471.14,0,Blue - White
E4.09.S3.R29.D,2165488.85,6532471.14,0,Blue - White
E4.09.S3.R29.E,2165455.11,6532471.14,0,Pink - White
E4.09.S3.R29.F,2165421.36,6532471.14,0,Pink - White
E4.09.S3.R29.G,2165389.09,6532471.14,0,Green
E4.09.S3.R29.H,2165356.81,6532471.14,0,Pink - White
E4.09.S3.R29.I,2165323.06,6532471.14,0,Pink - White
E4.09.S3.R29.J,2165289.32,6532471.14,0,Blue - White
E4.09.S3.R29.K,2165259.71,6532471.14,0,Blue - White
E4.09.S3.R29.L,2165230.09,6532471.14,0,Blue - Black
E4.09.S3.R30.A,2165582.31,6532489.14,0,Blue - Black
E4.09.S3.R30.B,2165552.7,6532489.14,0,Blue - White
E4.09.S3.R30.C,2165523.09,6532489.14,0,Blue - White
E4.09.S3.R30.D,2165489.34,6532489.14,0,Blue - White
E4.09.S3.R30.E,2165455.59,6532489.14,0,Pink - White
E4.09.S3.R30.F,2165421.84,6532489.14,0,Pink - White
E4.09.S3.R30.G,2165389.57,6532489.14,0,Green
E4.09.S3.R30.H,2165357.3,6532489.14,0,Pink - White
E4.09.S3.R30.I,2165323.55,6532489.14,0,Pink - White
E4.09.S3.R30.J,2165289.8,6532489.14,0,Blue - White
E4.09.S3.R30.K,2165260.19,6532489.14,0,Blue - White
E4.09.S3.R30.L,2165230.58,6532489.14,0,Blue - Black
E4.09.S3.R31.A,2165582.79,6532507.14,0,Blue - Black
E4.09.S3.R31.B,2165553.18,6532507.14,0,Blue - White
E4.09.S3.R31.C,2165523.57,6532507.14,0,Blue - White
E4.09.S3.R31.D,2165489.82,6532507.14,0,Blue - White
E4.09.S3.R31.E,2165456.07,6532507.14,0,Pink - White
E4.09.S3.R31.F,2165422.32,6532507.14,0,Pink - White
E4.09.S3.R31.G,2165390.05,6532507.14,0,Green
E4.09.S3.R31.H,2165357.78,6532507.14,0,Pink - White
E4.09.S3.R31.I,2165324.03,6532507.14,0,Pink - White
E4.09.S3.R31.J,2165290.28,6532507.14,0,Blue - White
E4.09.S3.R31.K,2165260.67,6532507.14,0,Blue - White
E4.09.S3.R31.L,2165231.06,6532507.14,0,Blue - Black
E4.09.S3.R32.A,2165583.27,6532525.14,0,Blue - Black
E4.09.S3.R32.B,2165553.66,6532525.14,0,Blue - White
E4.09.S3.R32.C,2165524.05,6532525.14,0,Blue - White
E4.09.S3.R32.D,2165490.3,6532525.14,0,Blue - White
E4.09.S3.R32.E,2165456.55,6532525.14,0,Pink - White
E4.09.S3.R32.F,2165422.81,6532525.14,0,Pink - White
E4.09.S3.R32.G,2165390.53,6532525.14,0,Green
E4.09.S3.R32.H,2165358.26,6532525.14,0,Pink - White
E4.09.S3.R32.I,2165324.51,6532525.14,0,Pink - White
E4.09.S3.R32.J,2165290.76,6532525.14,0,Blue - White
E4.09.S3.R32.K,2165261.15,6532525.14,0,Blue - White
E4.09.S3.R32.L,2165231.54,6532525.14,0,Blue - Black
E4.09.S3.R33.A,2165583.76,6532543.14,0,Blue - Black
E4.09.S3.R33.B,2165554.14,6532543.14,0,Blue - White
E4.09.S3.R33.C,2165524.53,6532543.14,0,Blue - White
E4.09.S3.R33.D,2165490.78,6532543.14,0,Blue - White
E4.09.S3.R33.E,2165457.04,6532543.14,0,Pink - White
E4.09.S3.R33.F,2165423.29,6532543.14,0,Pink - White
E4.09.S3.R33.G,2165391.02,6532543.14,0,Green
E4.09.S3.R33.H,2165358.74,6532543.14,0,Pink - White
E4.09.S3.R33.I,2165324.99,6532543.14,0,Pink - White
E4.09.S3.R33.J,2165291.25,6532543.14,0,Blue - White
E4.09.S3.R33.K,2165261.63,6532543.14,0,Blue - White
E4.09.S3.R33.L,2165232.02,6532543.14,0,Blue - Black
E4.09.S3.R34.A,2165584.24,6532561.14,0,Blue - Black
E4.09.S3.R34.B,2165554.63,6532561.14,0,Blue - White
E4.09.S3.R34.C,2165525.01,6532561.14,0,Blue - White
E4.09.S3.R34.D,2165491.27,6532561.14,0,Blue - White
E4.09.S3.R34.E,2165457.52,6532561.14,0,Pink - White
E4.09.S3.R34.F,2165423.77,6532561.14,0,Pink - White
E4.09.S3.R34.G,2165391.5,6532561.14,0,Green
E4.09.S3.R34.H,2165359.22,6532561.14,0,Pink - White
E4.09.S3.R34.I,2165325.48,6532561.14,0,Pink - White
E4.09.S3.R34.J,2165291.73,6532561.14,0,Blue - White
E4.09.S3.R34.K,2165262.12,6532561.14,0,Blue - White
E4.09.S3.R34.L,2165232.51,6532561.14,0,Blue - Black
E4.09.S2.R01.A,2165943.99,6531967.14,0,Blue - Black
E4.09.S2.R01.B,2165914.38,6531967.14,0,Blue - White
E4.09.S2.R01.C,2165884.77,6531967.14,0,Blue - White
E4.09.S2.R01.D,2165851.02,6531967.14,0,Blue - White
E4.09.S2.R01.E,2165817.27,6531967.14,0,Pink - White
E4.09.S2.R01.F,2165783.52,6531967.14,0,Pink - White
E4.09.S2.R01.G,2165751.25,6531967.14,0,Green
E4.09.S2.R01.H,2165718.98,6531967.14,0,Pink - White
E4.09.S2.R01.I,2165685.23,6531967.14,0,Pink - White
E4.09.S2.R01.J,2165651.48,6531967.14,0,Blue - White
E4.09.S2.R01.K,2165621.87,6531967.14,0,Blue - White
E4.09.S2.R01.L,2165592.26,6531967.14,0,Blue - Black
E4.09.S2.R02.A,2165944.47,6531985.14,0,Blue - Black
E4.09.S2.R02.B,2165914.86,6531985.14,0,Blue - White
E4.09.S2.R02.C,2165885.25,6531985.14,0,Blue - White
E4.09.S2.R02.D,2165851.5,6531985.14,0,Blue - White
E4.09.S2.R02.E,2165817.75,6531985.14,0,Pink - White
E4.09.S2.R02.F,2165784,6531985.14,0,Pink - White
E4.09.S2.R02.G,2165751.73,6531985.14,0,Green
E4.09.S2.R02.H,2165719.46,6531985.14,0,Pink - White
E4.09.S2.R02.I,2165685.71,6531985.14,0,Pink - White
E4.09.S2.R02.J,2165651.96,6531985.14,0,Blue - White
E4.09.S2.R02.K,2165622.35,6531985.14,0,Blue - White
E4.09.S2.R02.L,2165592.74,6531985.14,0,Blue - Black
E4.09.S2.R03.A,2165944.95,6532003.14,0,Blue - Black
E4.09.S2.R03.B,2165915.34,6532003.14,0,Blue - White
E4.09.S2.R03.C,2165885.73,6532003.14,0,Blue - White
E4.09.S2.R03.D,2165851.98,6532003.14,0,Blue - White
E4.09.S2.R03.E,2165818.23,6532003.14,0,Pink - White
E4.09.S2.R03.F,2165784.49,6532003.14,0,Pink - White
E4.09.S2.R03.G,2165752.21,6532003.14,0,Green
E4.09.S2.R03.H,2165719.94,6532003.14,0,Pink - White
E4.09.S2.R03.I,2165686.19,6532003.14,0,Pink - White
E4.09.S2.R03.J,2165652.44,6532003.14,0,Blue - White
E4.09.S2.R03.K,2165622.83,6532003.14,0,Blue - White
E4.09.S2.R03.L,2165593.22,6532003.14,0,Blue - Black
E4.09.S2.R04.A,2165945.44,6532021.14,0,Blue - Black
E4.09.S2.R04.B,2165915.82,6532021.14,0,Blue - White
E4.09.S2.R04.C,2165886.21,6532021.14,0,Blue - White
E4.09.S2.R04.D,2165852.47,6532021.14,0,Blue - White
E4.09.S2.R04.E,2165818.72,6532021.14,0,Pink - White
E4.09.S2.R04.F,2165784.97,6532021.14,0,Pink - White
E4.09.S2.R04.G,2165752.7,6532021.14,0,Green
E4.09.S2.R04.H,2165720.42,6532021.14,0,Pink - White
E4.09.S2.R04.I,2165686.68,6532021.14,0,Pink - White
E4.09.S2.R04.J,2165652.93,6532021.14,0,Blue - White
E4.09.S2.R04.K,2165623.32,6532021.14,0,Blue - White
E4.09.S2.R04.L,2165593.7,6532021.14,0,Blue - Black
E4.09.S2.R05.A,2165945.92,6532039.14,0,Blue - Black
E4.09.S2.R05.B,2165916.31,6532039.14,0,Blue - White
E4.09.S2.R05.C,2165886.7,6532039.14,0,Blue - White
E4.09.S2.R05.D,2165852.95,6532039.14,0,Blue - White
E4.09.S2.R05.E,2165819.2,6532039.14,0,Pink - White
E4.09.S2.R05.F,2165785.45,6532039.14,0,Pink - White
E4.09.S2.R05.G,2165753.18,6532039.14,0,Green
E4.09.S2.R05.H,2165720.91,6532039.14,0,Pink - White
E4.09.S2.R05.I,2165687.16,6532039.14,0,Pink - White
E4.09.S2.R05.J,2165653.41,6532039.14,0,Blue - White
E4.09.S2.R05.K,2165623.8,6532039.14,0,Blue - White
E4.09.S2.R05.L,2165594.19,6532039.14,0,Blue - Black
E4.09.S2.R06.A,2165946.4,6532057.14,0,Blue - Black
E4.09.S2.R06.B,2165916.79,6532057.14,0,Blue - White
E4.09.S2.R06.C,2165887.18,6532057.14,0,Blue - White
E4.09.S2.R06.D,2165853.43,6532057.14,0,Blue - White
E4.09.S2.R06.E,2165819.68,6532057.14,0,Pink - White
E4.09.S2.R06.F,2165785.93,6532057.14,0,Pink - White
E4.09.S2.R06.G,2165753.66,6532057.14,0,Green
E4.09.S2.R06.H,2165721.39,6532057.14,0,Pink - White
E4.09.S2.R06.I,2165687.64,6532057.14,0,Pink - White
E4.09.S2.R06.J,2165653.89,6532057.14,0,Blue - White
E4.09.S2.R06.K,2165624.28,6532057.14,0,Blue - White
E4.09.S2.R06.L,2165594.67,6532057.14,0,Blue - Black
E4.09.S2.R07.A,2165946.88,6532075.14,0,Blue - Black
E4.09.S2.R07.B,2165917.27,6532075.14,0,Blue - White
E4.09.S2.R07.C,2165887.66,6532075.14,0,Blue - White
E4.09.S2.R07.D,2165853.91,6532075.14,0,Blue - White
E4.09.S2.R07.E,2165820.16,6532075.14,0,Pink - White
E4.09.S2.R07.F,2165786.42,6532075.14,0,Pink - White
E4.09.S2.R07.G,2165754.14,6532075.14,0,Green
E4.09.S2.R07.H,2165721.87,6532075.14,0,Pink - White
E4.09.S2.R07.I,2165688.12,6532075.14,0,Pink - White
E4.09.S2.R07.J,2165654.37,6532075.14,0,Blue - White
E4.09.S2.R07.K,2165624.76,6532075.14,0,Blue - White
E4.09.S2.R07.L,2165595.15,6532075.14,0,Blue - Black
E4.09.S2.R08.A,2165947.37,6532093.14,0,Blue - Black
E4.09.S2.R08.B,2165917.75,6532093.14,0,Blue - White
E4.09.S2.R08.C,2165888.14,6532093.14,0,Blue - White
E4.09.S2.R08.D,2165854.39,6532093.14,0,Blue - White
