id,northing,easting,z,color
08.S4.R14.I,2165302.32,6531697.14,0,Pink - White
08.S4.R14.J,2165268.58,6531697.14,0,Blue - White
08.S4.R14.K,2165238.96,6531697.14,0,Blue - White
08.S4.R14.L,2165209.35,6531697.14,0,Blue - Black
08.S3.R05.A,2165932.41,6531535.14,0,Purple - Black
08.S3.R05.B,2165902.8,6531535.14,0,Purple - White
08.S3.R05.C,2165873.19,6531535.14,0,Blue - White
08.S3.R05.D,2165839.44,6531535.14,0,Blue - White
08.S3.R05.E,2165805.69,6531535.14,0,Pink - White
08.S3.R05.F,2165771.95,6531535.14,0,Pink - White
08.S3.R05.G,2165739.67,6531535.14,0,Green
08.S3.R05.H,2165707.4,6531535.14,0,Pink - White
08.S3.R05.I,2165673.65,6531535.14,0,Pink - White
08.S3.R05.J,2165639.9,6531535.14,0,Blue - White
08.S3.R05.K,2165610.29,6531535.14,0,Blue - White
08.S3.R05.L,2165580.68,6531535.14,0,Blue - Black
08.S3.R06.A,2165932.89,6531553.14,0,Purple - Black
08.S3.R06.B,2165903.28,6531553.14,0,Purple - White
08.S3.R06.C,2165873.67,6531553.14,0,Blue - White
08.S3.R06.D,2165839.92,6531553.14,0,Blue - White
08.S3.R06.E,2165806.18,6531553.14,0,Pink - White
08.S3.R06.F,2165772.43,6531553.14,0,Pink - White
08.S3.R06.G,2165740.15,6531553.14,0,Green
08.S3.R06.H,2165707.88,6531553.14,0,Pink - White
08.S3.R06.I,2165674.13,6531553.14,0,Pink - White
08.S3.R06.J,2165640.39,6531553.14,0,Blue - White
08.S3.R06.K,2165610.77,6531553.14,0,Blue - White
08.S3.R06.L,2165581.16,6531553.14,0,Blue - Black
08.S3.R07.A,2165933.38,6531571.14,0,Purple - Black
08.S3.R07.B,2165903.77,6531571.14,0,Purple - White
08.S3.R07.C,2165874.15,6531571.14,0,Blue - White
08.S3.R07.D,2165840.41,6531571.14,0,Blue - White
08.S3.R07.E,2165806.66,6531571.14,0,Pink - White
08.S3.R07.F,2165772.91,6531571.14,0,Pink - White
08.S3.R07.G,2165740.64,6531571.14,0,Green
08.S3.R07.H,2165708.36,6531571.14,0,Pink - White
08.S3.R07.I,2165674.62,6531571.14,0,Pink - White
08.S3.R07.J,2165640.87,6531571.14,0,Blue - White
08.S3.R07.K,2165611.26,6531571.14,0,Blue - White
08.S3.R07.L,2165581.65,6531571.14,0,Blue - Black
08.S3.R08.A,2165933.86,6531589.14,0,Purple - Black
08.S3.R08.B,2165904.25,6531589.14,0,Purple - White
08.S3.R08.C,2165874.64,6531589.14,0,Blue - White
08.S3.R08.D,2165840.89,6531589.14,0,Blue - White
08.S3.R08.E,2165807.14,6531589.14,0,Pink - White
08.S3.R08.F,2165773.39,6531589.14,0,Pink - White
08.S3.R08.G,2165741.12,6531589.14,0,Green
08.S3.R08.H,2165708.85,6531589.14,0,Pink - White
08.S3.R08.I,2165675.1,6531589.14,0,Pink - White
08.S3.R08.J,2165641.35,6531589.14,0,Blue - White
08.S3.R08.K,2165611.74,6531589.14,0,Blue - White
08.S3.R08.L,2165582.13,6531589.14,0,Blue - Black
08.S3.R09.A,2165934.34,6531607.14,0,Purple - Black
08.S3.R09.B,2165904.73,6531607.14,0,Purple - White
08.S3.R09.C,2165875.12,6531607.14,0,Blue - White
08.S3.R09.D,2165841.37,6531607.14,0,Blue - White
08.S3.R09.E,2165807.62,6531607.14,0,Pink - White
08.S3.R09.F,2165773.87,6531607.14,0,Pink - White
08.S3.R09.G,2165741.6,6531607.14,0,Green
08.S3.R09.H,2165709.33,6531607.14,0,Pink - White
08.S3.R09.I,2165675.58,6531607.14,0,Pink - White
08.S3.R09.J,2165641.83,6531607.14,0,Blue - White
08.S3.R09.K,2165612.22,6531607.14,0,Blue - White
08.S3.R09.L,2165582.61,6531607.14,0,Blue - Black
08.S3.R10.A,2165934.82,6531625.14,0,Purple - Black
08.S3.R10.B,2165905.21,6531625.14,0,Purple - White
08.S3.R10.C,2165875.6,6531625.14,0,Blue - White
08.S3.R10.D,2165841.85,6531625.14,0,Blue - White
08.S3.R10.E,2165808.11,6531625.14,0,Pink - White
08.S3.R10.F,2165774.36,6531625.14,0,Pink - White
08.S3.R10.G,2165742.08,6531625.14,0,Green
08.S3.R10.H,2165709.81,6531625.14,0,Pink - White
08.S3.R10.I,2165676.06,6531625.14,0,Pink - White
08.S3.R10.J,2165642.32,6531625.14,0,Blue - White
08.S3.R10.K,2165612.7,6531625.14,0,Blue - White
08.S3.R10.L,2165583.09,6531625.14,0,Blue - Black
08.S3.R11.A,2165935.31,6531643.14,0,Purple - Black
08.S3.R11.B,2165905.7,6531643.14,0,Purple - White
08.S3.R11.C,2165876.08,6531643.14,0,Blue - White
08.S3.R11.D,2165842.34,6531643.14,0,Blue - White
08.S3.R11.E,2165808.59,6531643.14,0,Pink - White
08.S3.R11.F,2165774.84,6531643.14,0,Pink - White
08.S3.R11.G,2165742.57,6531643.14,0,Green
08.S3.R11.H,2165710.29,6531643.14,0,Pink - White
08.S3.R11.I,2165676.55,6531643.14,0,Pink - White
08.S3.R11.J,2165642.8,6531643.14,0,Blue - White
08.S3.R11.K,2165613.19,6531643.14,0,Blue - White
08.S3.R11.L,2165583.57,6531643.14,0,Blue - Black
08.S3.R12.A,2165935.79,6531661.14,0,Purple - Black
08.S3.R12.B,2165906.18,6531661.14,0,Purple - White
08.S3.R12.C,2165876.57,6531661.14,0,Blue - White
08.S3.R12.D,2165842.82,6531661.14,0,Blue - White
08.S3.R12.E,2165809.07,6531661.14,0,Pink - White
08.S3.R12.F,2165775.32,6531661.14,0,Pink - White
08.S3.R12.G,2165743.05,6531661.14,0,Green
08.S3.R12.H,2165710.78,6531661.14,0,Pink - White
08.S3.R12.I,2165677.03,6531661.14,0,Pink - White
08.S3.R12.J,2165643.28,6531661.14,0,Blue - White
08.S3.R12.K,2165613.67,6531661.14,0,Blue - White
08.S3.R12.L,2165584.06,6531661.14,0,Blue - Black
08.S3.R13.A,2165936.27,6531679.14,0,Purple - Black
08.S3.R13.B,2165906.66,6531679.14,0,Purple - White
08.S3.R13.C,2165877.05,6531679.14,0,Blue - White
08.S3.R13.D,2165843.3,6531679.14,0,Blue - White
08.S3.R13.E,2165809.55,6531679.14,0,Pink - White
08.S3.R13.F,2165775.8,6531679.14,0,Pink - White
08.S3.R13.G,2165743.53,6531679.14,0,Green
08.S3.R13.H,2165711.26,6531679.14,0,Pink - White
08.S3.R13.I,2165677.51,6531679.14,0,Pink - White
08.S3.R13.J,2165643.76,6531679.14,0,Blue - White
08.S3.R13.K,2165614.15,6531679.14,0,Blue - White
08.S3.R13.L,2165584.54,6531679.14,0,Blue - Black
08.S3.R14.A,2165936.75,6531697.14,0,Purple - Black
08.S3.R14.B,2165907.14,6531697.14,0,Purple - White
08.S3.R14.C,2165877.53,6531697.14,0,Blue - White
08.S3.R14.D,2165843.78,6531697.14,0,Blue - White
08.S3.R14.E,2165810.03,6531697.14,0,Pink - White
08.S3.R14.F,2165776.29,6531697.14,0,Pink - White
08.S3.R14.G,2165744.01,6531697.14,0,Green
08.S3.R14.H,2165711.74,6531697.14,0,Pink - White
08.S3.R14.I,2165677.99,6531697.14,0,Pink - White
08.S3.R14.J,2165644.24,6531697.14,0,Blue - White
08.S3.R14.K,2165614.63,6531697.14,0,Blue - White
08.S3.R14.L,2165585.02,6531697.14,0,Blue - Black
08.S4.R01.A,2165554.81,6531463.14,0,Green - Black
08.S4.R01.B,2165525.2,6531463.14,0,Pink - Black
08.S4.R01.C,2165495.59,6531463.14,0,Pink - White
08.S4.R01.D,2165461.84,6531463.14,0,Pink - White
08.S4.R01.E,2165428.09,6531463.14,0,Pink - White
08.S4.R01.F,2165394.35,6531463.14,0,Pink - White
08.S4.R01.G,2165362.07,6531463.14,0,Black
08.S4.R01.H,2165329.8,6531463.14,0,Green - White
08.S4.R01.I,2165296.05,6531463.14,0,Green - White
08.S4.R01.J,2165262.3,6531463.14,0,Pink - White
08.S4.R01.K,2165232.69,6531463.14,0,Pink - Black
08.S4.R01.L,2165203.08,6531463.14,0,Pink - Black
08.S4.R02.A,2165555.3,6531481.14,0,Green - Black
08.S4.R02.B,2165525.69,6531481.14,0,Pink - Black
08.S4.R02.C,2165496.07,6531481.14,0,Pink - White
08.S4.R02.D,2165462.33,6531481.14,0,Pink - White
08.S4.R02.E,2165428.58,6531481.14,0,Pink - White
08.S4.R02.F,2165394.83,6531481.14,0,Pink - White
08.S4.R02.G,2165362.56,6531481.14,0,Orange - Black
08.S4.R02.H,2165330.28,6531481.14,0,Green - White
08.S4.R02.I,2165296.54,6531481.14,0,Pink - White
08.S4.R02.J,2165262.79,6531481.14,0,Pink - White
08.S4.R02.K,2165233.18,6531481.14,0,Pink - Black
08.S4.R02.L,2165203.56,6531481.14,0,Pink - Black
08.S4.R03.A,2165555.78,6531499.14,0,Blue - Black
08.S4.R03.B,2165526.17,6531499.14,0,Blue - White
08.S4.R03.C,2165496.56,6531499.14,0,Blue - White
08.S4.R03.D,2165462.81,6531499.14,0,Blue - White
08.S4.R03.E,2165429.06,6531499.14,0,Pink - White
08.S4.R03.F,2165395.31,6531499.14,0,Pink - White
08.S4.R03.G,2165363.04,6531499.14,0,Green
08.S4.R03.H,2165330.77,6531499.14,0,Pink - White
08.S4.R03.I,2165297.02,6531499.14,0,Pink - White
08.S4.R03.J,2165263.27,6531499.14,0,Blue - White
08.S4.R03.K,2165233.66,6531499.14,0,Blue - White
08.S4.R03.L,2165204.05,6531499.14,0,Blue - Black
08.S4.R04.A,2165556.26,6531517.14,0,Blue - Black
08.S4.R04.B,2165526.65,6531517.14,0,Blue - White
08.S4.R04.C,2165497.04,6531517.14,0,Blue - White
08.S4.R04.D,2165463.29,6531517.14,0,Blue - White
08.S4.R04.E,2165429.54,6531517.14,0,Pink - White
08.S4.R04.F,2165395.79,6531517.14,0,Pink - White
08.S4.R04.G,2165363.52,6531517.14,0,Green
08.S4.R04.H,2165331.25,6531517.14,0,Pink - White
08.S4.R04.I,2165297.5,6531517.14,0,Pink - White
08.S4.R04.J,2165263.75,6531517.14,0,Blue - White
08.S4.R04.K,2165234.14,6531517.14,0,Blue - White
08.S4.R04.L,2165204.53,6531517.14,0,Blue - Black
08.S3.R01.A,2165930.48,6531463.14,0,Green - Black
08.S3.R01.B,2165900.87,6531463.14,0,Green - Black
08.S3.R01.C,2165871.26,6531463.14,0,Pink - White
08.S3.R01.D,2165837.51,6531463.14,0,Pink - White
08.S3.R01.E,2165803.76,6531463.14,0,Pink - White
08.S3.R01.F,2165770.02,6531463.14,0,Pink - White
08.S3.R01.G,2165737.74,6531463.14,0,Black
08.S3.R01.H,2165705.47,6531463.14,0,Green - White
08.S3.R01.I,2165671.72,6531463.14,0,Green - White
08.S3.R01.J,2165637.97,6531463.14,0,Green - White
08.S3.R01.K,2165608.36,6531463.14,0,Pink - Black
08.S3.R01.L,2165578.75,6531463.14,0,Pink - Black
08.S3.R02.A,2165930.97,6531481.14,0,Green - Black
08.S3.R02.B,2165901.35,6531481.14,0,Green - Black
08.S3.R02.C,2165871.74,6531481.14,0,Green - White
08.S3.R02.D,2165837.99,6531481.14,0,Pink - White
08.S3.R02.E,2165804.25,6531481.14,0,Pink - White
08.S3.R02.F,2165770.5,6531481.14,0,Pink - White
08.S3.R02.G,2165738.23,6531481.14,0,Orange - Black
08.S3.R02.H,2165705.95,6531481.14,0,Green - White
08.S3.R02.I,2165672.2,6531481.14,0,Green - White
08.S3.R02.J,2165638.46,6531481.14,0,Green - White
08.S3.R02.K,2165608.85,6531481.14,0,Green - Black
08.S3.R02.L,2165579.23,6531481.14,0,Pink - Black
08.S3.R03.A,2165931.45,6531499.14,0,Pink - Black
08.S3.R03.B,2165901.84,6531499.14,0,Pink - White
08.S3.R03.C,2165872.23,6531499.14,0,Blue - White
08.S3.R03.D,2165838.48,6531499.14,0,Blue - White
08.S3.R03.E,2165804.73,6531499.14,0,Pink - White
08.S3.R03.F,2165770.98,6531499.14,0,Pink - White
08.S3.R03.G,2165738.71,6531499.14,0,Green
08.S3.R03.H,2165706.44,6531499.14,0,Pink - White
08.S3.R03.I,2165672.69,6531499.14,0,Pink - White
08.S3.R03.J,2165638.94,6531499.14,0,Blue - White
08.S3.R03.K,2165609.33,6531499.14,0,Blue - White
08.S3.R03.L,2165579.72,6531499.14,0,Blue - Black
08.S3.R04.A,2165931.93,6531517.14,0,Pink - Black
08.S3.R04.B,2165902.32,6531517.14,0,Pink - White
08.S3.R04.C,2165872.71,6531517.14,0,Blue - White
08.S3.R04.D,2165838.96,6531517.14,0,Blue - White
08.S3.R04.E,2165805.21,6531517.14,0,Pink - White
08.S3.R04.F,2165771.46,6531517.14,0,Pink - White
08.S3.R04.G,2165739.19,6531517.14,0,Green
08.S3.R04.H,2165706.92,6531517.14,0,Pink - White
08.S3.R04.I,2165673.17,6531517.14,0,Pink - White
08.S3.R04.J,2165639.42,6531517.14,0,Blue - White
08.S3.R04.K,2165609.81,6531517.14,0,Blue - White
08.S3.R04.L,2165580.2,6531517.14,0,Blue - Black
